Pupil_Transmission,REQ_OTAplusTCA,REQ_CGI,CBE_OTAplusTCA,CBE_CGI,CBE_Core
0.816,0.751,0.23,0.808,0.317,0.0463
# 7/30/2020: Based on ECR -- 5/27/25: added measued B1 Core Throughput,,,,,
,,,,,
