Amici_assumed_BW,center_wavelen_nm ,compressd_beam_diamtr_m,final_focal_length_m,PSF_core_x_extent_lamD,PSF_core_y_extent_lamD,lam_squared,lam,constant
0.15,730,0.005,0.26,0.942,0.45,0.000854964,-1.513136232,707.8977209
# Amici prisim spectrometer design parameters - the first two parameters are informational but not used,,,,,,,,
